"account_id","ip_drift","velocity_drift","foreign_pct_drift","spend_ratio_drift","drift_signals_positive","pre_crime_verdict"
"ACC0046051","0.60","-1.17","0.00","1.36",2,"🟢 No clear drift"
"ACC0032422","0.59","-0.06","20.83","-12.57",2,"🟢 No clear drift"
"ACC0006014","0.59","0.02","-9.62","-0.88",2,"🟢 No clear drift"
"ACC0018479","0.58","0.11","-22.22","-1.50",2,"🟢 No clear drift"
"ACC0011878","0.58","-0.50","0.00","1.39",2,"🟢 No clear drift"
"ACC0003183","0.57","0.57","0.00","-4.19",2,"🟢 No clear drift"
"ACC0027218","0.56","0.39","-25.74","-0.45",2,"🟢 No clear drift"
"ACC0016215","0.55","0.00","0.00","2.07",2,"🟢 No clear drift"
"ACC0003199","0.55","0.00","-16.67","0.15",2,"🟢 No clear drift"
"ACC0043126","0.53","0.14","0.00","-1.50",2,"🟢 No clear drift"
"ACC0028582","0.53","0.72","-12.22","-0.30",2,"🟢 No clear drift"
"ACC0048955","0.53","-0.12","40.00","-1.29",2,"🟢 No clear drift"
"ACC0006753","0.52","-0.29","-18.30","0.15",2,"🟢 No clear drift"
"ACC0015640","0.51","-0.52","-18.94","0.11",2,"🟢 No clear drift"
"ACC0015459","0.51","0.22","-25.56","-9.21",2,"🟢 No clear drift"
"ACC0020852","0.50","0.45","-35.71","-2.61",2,"🟢 No clear drift"
"ACC0038595","0.50","-0.67","33.33","-8.96",2,"🟢 No clear drift"
"ACC0023076","0.49","-0.80","-20.00","5.31",2,"🟢 No clear drift"
"ACC0045879","0.49","0.38","-22.73","-2.30",2,"🟢 No clear drift"
"ACC0048605","0.48","0.33","-16.67","-1.30",2,"🟢 No clear drift"
"ACC0038342","0.46","0.24","-19.70","-9.70",2,"🟢 No clear drift"
"ACC0010293","0.46","-0.45","10.00","-0.65",2,"🟢 No clear drift"
"ACC0001998","0.45","-0.60","21.69","-0.02",2,"🟢 No clear drift"
"ACC0016945","0.43","-0.89","-19.61","1.59",2,"🟢 No clear drift"
"ACC0035463","0.43","0.58","0.00","-0.17",2,"🟢 No clear drift"
"ACC0023693","0.43","-0.50","0.00","1.05",2,"🟢 No clear drift"
"ACC0024831","0.42","0.36","-2.38","-1.26",2,"🟢 No clear drift"
"ACC0015948","0.41","-0.10","-12.90","1.09",2,"🟢 No clear drift"
"ACC0031914","0.41","0.14","0.00","-0.38",2,"🟢 No clear drift"
"ACC0010640","0.41","-0.07","-14.29","2.23",2,"🟢 No clear drift"
"ACC0049651","0.40","0.16","-7.74","-2.55",2,"🟢 No clear drift"
"ACC0046952","0.38","-0.29","14.29","-0.61",2,"🟢 No clear drift"
"ACC0026342","0.38","-0.62","-52.38","0.97",2,"🟢 No clear drift"
"ACC0016118","0.37","-1.07","8.89","-1.28",2,"🟢 No clear drift"
"ACC0020670","0.37","-0.17","-7.02","0.43",2,"🟢 No clear drift"
"ACC0016180","0.37","-0.42","-1.52","3.83",2,"🟢 No clear drift"
"ACC0014096","0.36","0.14","0.00","-0.64",2,"🟢 No clear drift"
"ACC0012048","0.36","0.00","20.00","-16.91",2,"🟢 No clear drift"
"ACC0027492","0.36","-0.04","-23.33","6.22",2,"🟢 No clear drift"
"ACC0000650","0.35","0.46","-7.69","-0.53",2,"🟢 No clear drift"
"ACC0012060","0.33","-0.14","-42.86","0.32",2,"🟢 No clear drift"
"ACC0011657","0.33","-0.37","16.36","-2.08",2,"🟢 No clear drift"
"ACC0004714","0.32","-0.29","-11.76","4.52",2,"🟢 No clear drift"
"ACC0036807","0.32","-0.07","-6.67","1.07",2,"🟢 No clear drift"
"ACC0020835","0.32","-0.13","50.00","-2.38",2,"🟢 No clear drift"
"ACC0016153","0.32","-0.11","18.06","-0.72",2,"🟢 No clear drift"
"ACC0011027","0.31","-0.02","-35.71","3.23",2,"🟢 No clear drift"
"ACC0007117","0.30","-0.14","-14.29","0.50",2,"🟢 No clear drift"
"ACC0006483","0.30","0.00","0.00","0.73",2,"🟢 No clear drift"
"ACC0029863","0.29","-0.18","-4.55","2.91",2,"🟢 No clear drift"
"ACC0007774","0.29","-0.47","-1.08","1.17",2,"🟢 No clear drift"
"ACC0014457","0.29","-0.10","-13.33","0.43",2,"🟢 No clear drift"
"ACC0040342","0.28","-0.50","-8.79","0.26",2,"🟢 No clear drift"
"ACC0033017","0.28","-0.21","13.19","-2.81",2,"🟢 No clear drift"
"ACC0043975","0.25","0.50","-25.00","-0.47",2,"🟢 No clear drift"
"ACC0003344","0.23","0.67","-11.11","-0.37",2,"🟢 No clear drift"
"ACC0013053","0.23","-0.25","25.00","-0.80",2,"🟢 No clear drift"
"ACC0033112","0.22","-0.02","-12.22","3.39",2,"🟢 No clear drift"
"ACC0043530","0.20","0.47","-43.33","-0.71",2,"🟢 No clear drift"
"ACC0031324","0.18","-0.77","50.00","-3.54",2,"🟢 No clear drift"
"ACC0036711","0.18","-0.28","22.22","-1.18",2,"🟢 No clear drift"
"ACC0019282","0.16","0.57","-44.64","-0.78",2,"🟢 No clear drift"
"ACC0049728","0.16","-0.20","10.42","-0.75",2,"🟢 No clear drift"
"ACC0029079","0.16","-0.59","-23.53","0.55",2,"🟢 No clear drift"
"ACC0025553","0.15","0.57","-3.57","-3.84",2,"🟢 No clear drift"
"ACC0014200","0.15","0.17","0.00","-0.36",2,"🟢 No clear drift"
"ACC0014358","0.13","0.00","-16.07","0.48",2,"🟢 No clear drift"
"ACC0049916","0.13","0.37","-13.33","-1.30",2,"🟢 No clear drift"
"ACC0016049","0.12","-0.07","-15.28","0.28",2,"🟢 No clear drift"
"ACC0017018","0.12","-0.33","-16.67","1.59",2,"🟢 No clear drift"
"ACC0022252","0.11","-0.06","11.76","-1.12",2,"🟢 No clear drift"
"ACC0039339","0.11","-0.08","0.00","5.45",2,"🟢 No clear drift"
"ACC0043260","0.08","0.53","-14.44","-0.04",2,"🟢 No clear drift"
"ACC0015552","0.08","-1.00","33.33","-1.85",2,"🟢 No clear drift"
"ACC0040230","0.07","-0.67","16.67","-0.83",2,"🟢 No clear drift"
"ACC0023387","0.07","-0.43","-28.57","0.01",2,"🟢 No clear drift"
"ACC0025443","0.06","-0.32","12.55","-0.15",2,"🟢 No clear drift"
"ACC0043931","0.04","0.10","-1.46","-2.23",2,"🟢 No clear drift"
"ACC0032921","0.04","0.13","-13.33","-1.18",2,"🟢 No clear drift"
"ACC0012487","0.03","0.00","11.43","-0.50",2,"🟢 No clear drift"
"ACC0023650","0.03","0.00","-20.00","1.71",2,"🟢 No clear drift"
"ACC0031351","0.02","0.33","-1.17","-2.01",2,"🟢 No clear drift"
"ACC0030514","0.02","0.22","-11.11","-2.33",2,"🟢 No clear drift"
"ACC0030474","0.01","-0.40","18.89","-0.63",2,"🟢 No clear drift"
"ACC0020752","0.01","-0.09","-6.67","0.27",2,"🟢 No clear drift"
"ACC0043682","0.01","0.77","-23.33","-0.03",2,"🟢 No clear drift"
"ACC0015167","0.01","-0.14","0.00","3.28",2,"🟢 No clear drift"
"ACC0022969","0.00","0.86","-13.40","0.34",2,"🟢 No clear drift"
"ACC0004150","-0.02","-0.50","30.00","0.82",2,"🟢 No clear drift"
"ACC0032020","-0.02","0.10","10.00","-4.56",2,"🟢 No clear drift"
"ACC0044949","-0.02","0.69","5.77","-1.51",2,"🟢 No clear drift"
"ACC0048310","-0.02","0.00","26.32","0.01",2,"🟢 No clear drift"
"ACC0045319","-0.03","-0.71","28.57","0.65",2,"🟢 No clear drift"
"ACC0038850","-0.05","0.03","-20.00","0.50",2,"🟢 No clear drift"
"ACC0031734","-0.06","0.37","0.00","0.07",2,"🟢 No clear drift"
"ACC0029722","-0.06","0.50","10.00","-0.29",2,"🟢 No clear drift"
"ACC0044218","-0.06","0.44","-11.11","0.94",2,"🟢 No clear drift"
"ACC0007692","-0.07","0.82","0.00","1.61",2,"🟢 No clear drift"
"ACC0027749","-0.07","0.17","16.67","-0.75",2,"🟢 No clear drift"
"ACC0006774","-0.08","-0.20","4.76","0.71",2,"🟢 No clear drift"
"ACC0027418","-0.08","0.43","0.00","0.40",2,"🟢 No clear drift"
"ACC0017963","-0.08","0.54","-15.38","0.43",2,"🟢 No clear drift"
"ACC0023481","-0.09","0.68","-58.93","1.17",2,"🟢 No clear drift"
"ACC0044399","-0.10","-0.29","28.57","3.66",2,"🟢 No clear drift"
"ACC0011913","-0.10","0.45","0.00","1.20",2,"🟢 No clear drift"
"ACC0044620","-0.11","1.17","10.00","-0.07",2,"🟢 No clear drift"
"ACC0042943","-0.11","0.76","5.88","-0.02",2,"🟢 No clear drift"
"ACC0043912","-0.11","0.22","11.11","-0.54",2,"🟢 No clear drift"
"ACC0047502","-0.14","-0.04","6.28","0.07",2,"🟢 No clear drift"
"ACC0046553","-0.15","0.01","-20.91","1.06",2,"🟢 No clear drift"
"ACC0044932","-0.17","0.38","14.29","-0.42",2,"🟢 No clear drift"
"ACC0029556","-0.17","0.39","-21.74","0.02",2,"🟢 No clear drift"
"ACC0010848","-0.19","0.42","-15.37","0.47",2,"🟢 No clear drift"
"ACC0034245","-0.20","-1.67","16.67","0.51",2,"🟢 No clear drift"
"ACC0003890","-0.21","0.36","7.14","-1.71",2,"🟢 No clear drift"
"ACC0000519","-0.21","0.57","0.00","0.68",2,"🟢 No clear drift"
"ACC0026626","-0.22","1.60","0.00","1.22",2,"🟢 No clear drift"
"ACC0021054","-0.23","-0.07","7.14","1.58",2,"🟢 No clear drift"
"ACC0033332","-0.23","0.21","9.52","-0.82",2,"🟢 No clear drift"
"ACC0048824","-0.24","0.37","12.53","-0.01",2,"🟢 No clear drift"
"ACC0042910","-0.24","-0.60","20.00","6.89",2,"🟢 No clear drift"
"ACC0032272","-0.24","-0.44","17.78","0.12",2,"🟢 No clear drift"
"ACC0009850","-0.26","0.55","-0.64","8.62",2,"🟢 No clear drift"
"ACC0023313","-0.27","0.67","0.00","0.24",2,"🟢 No clear drift"
"ACC0006623","-0.27","-0.02","14.29","0.60",2,"🟢 No clear drift"
"ACC0002631","-0.28","0.16","-11.36","2.52",2,"🟢 No clear drift"
"ACC0016619","-0.28","0.13","-12.50","2.52",2,"🟢 No clear drift"
"ACC0047363","-0.28","0.48","-4.76","0.69",2,"🟢 No clear drift"
"ACC0024451","-0.29","0.64","-3.33","0.51",2,"🟢 No clear drift"
"ACC0044240","-0.29","0.33","-2.38","0.53",2,"🟢 No clear drift"
"ACC0017383","-0.29","-0.48","57.14","0.11",2,"🟢 No clear drift"
"ACC0038373","-0.30","0.40","-20.00","1.51",2,"🟢 No clear drift"
"ACC0032378","-0.32","-0.22","7.43","0.63",2,"🟢 No clear drift"
"ACC0025986","-0.32","-0.12","5.88","2.00",2,"🟢 No clear drift"
"ACC0027536","-0.32","0.00","7.14","3.27",2,"🟢 No clear drift"
"ACC0026474","-0.33","0.82","-12.50","4.61",2,"🟢 No clear drift"
"ACC0049267","-0.34","0.06","20.00","-0.33",2,"🟢 No clear drift"
"ACC0039083","-0.34","0.07","0.00","0.22",2,"🟢 No clear drift"
"ACC0003022","-0.34","-0.30","20.00","1.70",2,"🟢 No clear drift"
"ACC0002675","-0.34","0.71","-42.86","6.00",2,"🟢 No clear drift"
"ACC0023420","-0.34","-0.14","14.29","1.11",2,"🟢 No clear drift"
"ACC0010410","-0.35","0.79","-1.08","0.06",2,"🟢 No clear drift"
"ACC0048861","-0.35","0.51","-27.11","0.02",2,"🟢 No clear drift"
"ACC0040373","-0.36","0.23","-7.69","0.46",2,"🟢 No clear drift"
"ACC0024167","-0.36","0.05","-5.00","0.76",2,"🟢 No clear drift"
"ACC0030427","-0.37","0.43","-14.29","3.55",2,"🟢 No clear drift"
"ACC0016058","-0.38","0.20","-20.00","2.45",2,"🟢 No clear drift"
"ACC0015742","-0.39","0.14","-14.29","4.09",2,"🟢 No clear drift"
"ACC0026690","-0.39","0.36","-1.19","1.89",2,"🟢 No clear drift"
"ACC0025571","-0.40","-0.33","33.33","6.04",2,"🟢 No clear drift"
"ACC0010448","-0.41","-0.57","42.86","2.55",2,"🟢 No clear drift"
"ACC0047390","-0.43","0.30","-1.84","4.82",2,"🟢 No clear drift"
"ACC0000222","-0.43","-0.13","12.50","2.93",2,"🟢 No clear drift"
"ACC0046688","-0.43","0.21","9.52","-2.30",2,"🟢 No clear drift"
"ACC0033935","-0.44","0.83","0.00","1.07",2,"🟢 No clear drift"
"ACC0010532","-0.44","-0.38","12.50","0.52",2,"🟢 No clear drift"
"ACC0043941","-0.45","0.36","0.00","1.66",2,"🟢 No clear drift"
"ACC0018378","-0.45","-0.60","10.00","5.96",2,"🟢 No clear drift"
"ACC0042936","-0.45","0.45","0.00","1.00",2,"🟢 No clear drift"
"ACC0040497","-0.47","0.49","-19.12","1.88",2,"🟢 No clear drift"
"ACC0034418","-0.48","-0.46","9.72","2.61",2,"🟢 No clear drift"
"ACC0041841","-0.48","0.69","7.69","-2.45",2,"🟢 No clear drift"
"ACC0036850","-0.49","1.02","4.17","-0.86",2,"🟢 No clear drift"
"ACC0048291","-0.50","0.14","-21.43","0.65",2,"🟢 No clear drift"
"ACC0037086","-0.52","0.20","60.00","-1.75",2,"🟢 No clear drift"
"ACC0031035","-0.54","0.37","11.54","-0.35",2,"🟢 No clear drift"
"ACC0015516","-0.54","-0.63","37.50","1.72",2,"🟢 No clear drift"
"ACC0013606","-0.55","-0.07","5.75","2.36",2,"🟢 No clear drift"
"ACC0036948","-0.55","-0.13","26.67","1.09",2,"🟢 No clear drift"
"ACC0043019","-0.55","-0.14","7.14","1.85",2,"🟢 No clear drift"
"ACC0007995","-0.57","0.47","0.00","0.15",2,"🟢 No clear drift"
"ACC0025623","-0.57","0.50","-16.67","3.28",2,"🟢 No clear drift"
"ACC0028449","-0.57","-0.08","31.94","6.19",2,"🟢 No clear drift"
"ACC0008319","-0.58","0.13","-25.00","0.82",2,"🟢 No clear drift"
"ACC0015177","-0.59","0.13","25.00","-0.31",2,"🟢 No clear drift"
"ACC0012849","-0.60","0.00","25.00","3.73",2,"🟢 No clear drift"
"ACC0024693","-0.62","0.20","0.00","0.26",2,"🟢 No clear drift"
"ACC0022687","-0.62","0.20","3.68","-0.12",2,"🟢 No clear drift"
"ACC0018603","-0.63","0.44","-18.75","0.29",2,"🟢 No clear drift"
"ACC0027086","-0.66","-0.13","8.93","2.08",2,"🟢 No clear drift"
"ACC0047846","-0.68","0.50","0.00","0.02",2,"🟢 No clear drift"
"ACC0011141","-0.70","0.05","3.90","-1.60",2,"🟢 No clear drift"
"ACC0019179","-0.70","0.57","-18.95","0.32",2,"🟢 No clear drift"
"ACC0038329","-0.70","0.80","20.00","-0.90",2,"🟢 No clear drift"
"ACC0015164","-0.71","-0.03","10.00","0.82",2,"🟢 No clear drift"
"ACC0025569","-0.71","0.80","-9.62","0.04",2,"🟢 No clear drift"
"ACC0040676","-0.72","0.50","0.00","1.85",2,"🟢 No clear drift"
"ACC0041174","-0.74","0.19","-1.84","0.77",2,"🟢 No clear drift"
"ACC0003263","-0.75","0.57","0.00","0.42",2,"🟢 No clear drift"
"ACC0034556","-0.75","0.38","38.46","-1.49",2,"🟢 No clear drift"
"ACC0019691","-0.76","0.25","0.00","2.86",2,"🟢 No clear drift"
"ACC0008586","-0.77","0.15","5.71","-0.28",2,"🟢 No clear drift"
"ACC0040780","-0.77","-0.50","33.33","0.33",2,"🟢 No clear drift"
"ACC0001405","-0.78","-0.45","36.36","0.31",2,"🟢 No clear drift"
"ACC0042986","-0.80","0.38","0.00","2.96",2,"🟢 No clear drift"
"ACC0022131","-0.81","0.11","-22.73","0.65",2,"🟢 No clear drift"
"ACC0010531","-0.81","-0.11","10.53","0.30",2,"🟢 No clear drift"
"ACC0013247","-0.82","0.20","20.00","-1.65",2,"🟢 No clear drift"
"ACC0024658","-0.82","-0.17","33.33","1.80",2,"🟢 No clear drift"
"ACC0025121","-0.83","0.31","8.57","-1.58",2,"🟢 No clear drift"
"ACC0035424","-0.84","-0.40","25.24","1.19",2,"🟢 No clear drift"
"ACC0002445","-0.84","-0.13","13.64","0.07",2,"🟢 No clear drift"
"ACC0009786","-0.84","0.20","0.00","0.16",2,"🟢 No clear drift"
"ACC0002426","-0.85","0.04","0.00","0.14",2,"🟢 No clear drift"
"ACC0047525","-0.87","0.29","-57.14","4.99",2,"🟢 No clear drift"
"ACC0006011","-0.89","0.13","-25.00","3.44",2,"🟢 No clear drift"
"ACC0039240","-0.89","0.21","-26.32","0.05",2,"🟢 No clear drift"
"ACC0035289","-0.91","0.14","-14.29","0.34",2,"🟢 No clear drift"
"ACC0016344","-0.93","0.10","14.29","-0.43",2,"🟢 No clear drift"
"ACC0008849","-0.93","0.59","16.36","-5.15",2,"🟢 No clear drift"
"ACC0036746","-0.93","0.43","14.29","-1.82",2,"🟢 No clear drift"
"ACC0031720","-0.94","0.09","6.67","-5.26",2,"🟢 No clear drift"
"ACC0038896","-0.94","0.47","17.65","-0.97",2,"🟢 No clear drift"
"ACC0026710","-0.94","0.00","14.29","0.81",2,"🟢 No clear drift"
"ACC0011439","-0.94","0.20","0.00","0.58",2,"🟢 No clear drift"
"ACC0024753","-0.96","0.07","11.23","-0.50",2,"🟢 No clear drift"
"ACC0008855","-0.97","-0.43","8.33","2.09",2,"🟢 No clear drift"
"ACC0049553","-0.98","0.46","7.69","-0.53",2,"🟢 No clear drift"
"ACC0002888","-0.99","-0.96","25.00","1.18",2,"🟢 No clear drift"
"ACC0002904","-1.00","0.40","20.00","-0.03",2,"🟢 No clear drift"
"ACC0047423","-1.00","0.68","-21.82","0.41",2,"🟢 No clear drift"
"ACC0031258","-1.01","0.43","-23.33","2.84",2,"🟢 No clear drift"
"ACC0019504","-1.01","-0.35","13.64","0.33",2,"🟢 No clear drift"
"ACC0009940","-1.02","0.31","-10.26","0.50",2,"🟢 No clear drift"
"ACC0015309","-1.02","-0.40","20.00","0.10",2,"🟢 No clear drift"
"ACC0046177","-1.04","0.10","9.52","-1.47",2,"🟢 No clear drift"
"ACC0041924","-1.06","0.18","9.09","-0.18",2,"🟢 No clear drift"
"ACC0046353","-1.09","0.64","-4.55","1.20",2,"🟢 No clear drift"
"ACC0000869","-1.10","-0.09","5.24","1.67",2,"🟢 No clear drift"
"ACC0021239","-1.10","0.71","-42.86","3.89",2,"🟢 No clear drift"
"ACC0045955","-1.10","1.00","-28.57","0.58",2,"🟢 No clear drift"
"ACC0015048","-1.11","0.14","28.57","-0.75",2,"🟢 No clear drift"
"ACC0041832","-1.11","0.50","0.00","4.21",2,"🟢 No clear drift"
"ACC0048712","-1.14","-0.17","33.33","0.85",2,"🟢 No clear drift"
"ACC0028055","-1.14","0.00","40.00","1.09",2,"🟢 No clear drift"
"ACC0003769","-1.15","0.09","-18.18","1.04",2,"🟢 No clear drift"
"ACC0009941","-1.17","0.33","-16.67","2.75",2,"🟢 No clear drift"
"ACC0005907","-1.18","-0.36","36.36","2.08",2,"🟢 No clear drift"
"ACC0017880","-1.21","0.20","-20.00","0.88",2,"🟢 No clear drift"
"ACC0004181","-1.23","0.13","-20.22","1.53",2,"🟢 No clear drift"
"ACC0048122","-1.24","-0.57","7.14","0.43",2,"🟢 No clear drift"
"ACC0033399","-1.25","0.50","0.00","0.04",2,"🟢 No clear drift"
"ACC0042395","-1.25","0.27","-9.09","0.22",2,"🟢 No clear drift"
"ACC0024255","-1.26","0.85","4.25","-0.11",2,"🟢 No clear drift"
"ACC0011491","-1.28","0.66","17.27","-3.11",2,"🟢 No clear drift"
"ACC0027977","-1.30","0.00","2.52","1.28",2,"🟢 No clear drift"
"ACC0042830","-1.31","-0.17","34.19","1.57",2,"🟢 No clear drift"
"ACC0019557","-1.32","0.71","0.00","1.85",2,"🟢 No clear drift"
"ACC0027592","-1.33","-0.07","13.33","0.16",2,"🟢 No clear drift"
"ACC0042799","-1.34","0.56","-22.22","0.25",2,"🟢 No clear drift"
"ACC0047951","-1.34","0.13","17.31","-0.38",2,"🟢 No clear drift"
"ACC0006638","-1.36","-0.20","40.00","3.69",2,"🟢 No clear drift"
"ACC0048769","-1.37","0.17","9.52","-0.65",2,"🟢 No clear drift"
"ACC0010950","-1.37","1.67","0.00","0.44",2,"🟢 No clear drift"
"ACC0004892","-1.38","-0.28","14.91","0.73",2,"🟢 No clear drift"
"ACC0010630","-1.38","0.67","-33.33","0.56",2,"🟢 No clear drift"
"ACC0019259","-1.38","0.00","15.79","0.49",2,"🟢 No clear drift"
"ACC0020906","-1.39","0.34","18.89","-0.23",2,"🟢 No clear drift"
"ACC0004572","-1.39","0.56","-22.22","0.26",2,"🟢 No clear drift"
"ACC0040504","-1.39","0.29","14.29","-1.06",2,"🟢 No clear drift"
"ACC0034871","-1.42","0.38","-38.89","4.32",2,"🟢 No clear drift"
"ACC0042353","-1.42","1.17","0.00","6.84",2,"🟢 No clear drift"
"ACC0027816","-1.42","0.62","13.64","-0.76",2,"🟢 No clear drift"
"ACC0000353","-1.43","0.11","0.00","0.72",2,"🟢 No clear drift"
"ACC0043665","-1.44","0.94","-8.57","2.12",2,"🟢 No clear drift"
"ACC0023675","-1.45","-0.54","20.92","5.42",2,"🟢 No clear drift"
"ACC0049625","-1.46","0.50","6.25","-3.14",2,"🟢 No clear drift"
"ACC0013509","-1.49","0.75","-12.50","0.51",2,"🟢 No clear drift"
"ACC0038894","-1.49","0.52","-30.36","0.30",2,"🟢 No clear drift"
"ACC0022254","-1.51","0.40","16.67","-0.34",2,"🟢 No clear drift"
"ACC0000885","-1.51","0.72","-38.64","1.41",2,"🟢 No clear drift"
"ACC0041120","-1.52","0.60","-20.00","0.26",2,"🟢 No clear drift"
"ACC0039093","-1.52","1.09","12.50","-0.78",2,"🟢 No clear drift"
"ACC0022453","-1.52","0.80","40.00","-4.60",2,"🟢 No clear drift"
"ACC0037762","-1.53","0.00","11.90","1.18",2,"🟢 No clear drift"
"ACC0048118","-1.54","0.32","-2.73","0.56",2,"🟢 No clear drift"
"ACC0038904","-1.54","-0.29","28.57","0.28",2,"🟢 No clear drift"
"ACC0046306","-1.54","0.51","-27.50","0.62",2,"🟢 No clear drift"
"ACC0004695","-1.54","0.44","11.11","-0.29",2,"🟢 No clear drift"
"ACC0013743","-1.55","0.55","-9.09","0.11",2,"🟢 No clear drift"
"ACC0017618","-1.55","0.62","15.38","-0.68",2,"🟢 No clear drift"
"ACC0025030","-1.56","-0.39","21.43","1.80",2,"🟢 No clear drift"
"ACC0018902","-1.57","0.19","-23.81","0.57",2,"🟢 No clear drift"
"ACC0013037","-1.57","0.16","-20.00","0.48",2,"🟢 No clear drift"
"ACC0023896","-1.57","-0.31","24.17","0.16",2,"🟢 No clear drift"
"ACC0029358","-1.58","0.20","20.00","-11.38",2,"🟢 No clear drift"
"ACC0044574","-1.59","0.05","15.00","-0.91",2,"🟢 No clear drift"
"ACC0041745","-1.59","0.41","-9.68","0.69",2,"🟢 No clear drift"
"ACC0012999","-1.60","-0.13","12.50","1.12",2,"🟢 No clear drift"
"ACC0036182","-1.60","-0.50","12.50","0.26",2,"🟢 No clear drift"
"ACC0042322","-1.60","0.33","-16.67","0.53",2,"🟢 No clear drift"
"ACC0011587","-1.60","-0.63","10.95","0.94",2,"🟢 No clear drift"
"ACC0030286","-1.62","0.67","-16.67","0.62",2,"🟢 No clear drift"
"ACC0009868","-1.62","0.00","28.49","0.56",2,"🟢 No clear drift"
"ACC0023909","-1.63","0.40","-10.00","3.76",2,"🟢 No clear drift"
"ACC0042596","-1.64","0.20","4.58","-0.45",2,"🟢 No clear drift"
"ACC0021212","-1.65","-0.03","30.00","12.40",2,"🟢 No clear drift"
"ACC0024019","-1.65","0.55","-18.18","2.06",2,"🟢 No clear drift"
"ACC0021426","-1.66","0.20","20.00","-2.09",2,"🟢 No clear drift"
"ACC0018444","-1.67","-0.57","14.29","3.11",2,"🟢 No clear drift"
"ACC0002357","-1.69","-0.19","4.61","0.77",2,"🟢 No clear drift"
"ACC0023401","-1.71","-0.64","14.29","3.49",2,"🟢 No clear drift"
"ACC0034714","-1.71","0.14","0.00","1.54",2,"🟢 No clear drift"
"ACC0045869","-1.72","0.64","14.10","-0.06",2,"🟢 No clear drift"
"ACC0001920","-1.72","0.00","3.70","1.45",2,"🟢 No clear drift"
"ACC0006287","-1.72","0.26","5.30","-3.34",2,"🟢 No clear drift"
"ACC0016842","-1.72","0.20","0.00","0.51",2,"🟢 No clear drift"
"ACC0012253","-1.75","0.15","-7.69","0.86",2,"🟢 No clear drift"
"ACC0030714","-1.77","0.39","-22.73","0.84",2,"🟢 No clear drift"
"ACC0010032","-1.80","0.38","30.56","-4.46",2,"🟢 No clear drift"
"ACC0002919","-1.83","0.03","-26.39","1.57",2,"🟢 No clear drift"
"ACC0030966","-1.84","0.48","-11.19","0.11",2,"🟢 No clear drift"
"ACC0014115","-1.85","0.29","21.43","-2.29",2,"🟢 No clear drift"
"ACC0029031","-1.86","0.30","-4.35","2.11",2,"🟢 No clear drift"
"ACC0019720","-1.88","0.00","15.00","1.55",2,"🟢 No clear drift"
"ACC0034817","-1.88","0.00","7.08","0.10",2,"🟢 No clear drift"
"ACC0048386","-1.88","-0.50","33.33","5.53",2,"🟢 No clear drift"
"ACC0009767","-1.91","0.33","0.00","0.61",2,"🟢 No clear drift"
"ACC0020082","-1.92","0.40","-20.00","1.39",2,"🟢 No clear drift"
"ACC0018784","-1.92","-0.33","9.52","1.41",2,"🟢 No clear drift"
"ACC0012775","-1.93","-0.17","6.94","2.33",2,"🟢 No clear drift"
"ACC0005379","-1.93","0.01","8.68","-0.26",2,"🟢 No clear drift"
"ACC0045222","-1.95","0.35","-4.17","0.36",2,"🟢 No clear drift"
"ACC0036782","-1.96","0.24","20.83","-1.10",2,"🟢 No clear drift"
"ACC0000393","-1.96","0.13","-27.78","0.59",2,"🟢 No clear drift"
"ACC0028876","-1.97","-0.29","10.71","1.59",2,"🟢 No clear drift"
"ACC0013723","-1.97","0.31","18.68","-0.92",2,"🟢 No clear drift"
"ACC0022571","-1.99","0.16","5.26","-0.11",2,"🟢 No clear drift"
"ACC0034919","-2.00","0.90","10.00","-1.77",2,"🟢 No clear drift"
"ACC0007711","-2.01","-1.30","30.00","1.27",2,"🟢 No clear drift"
"ACC0005668","-2.02","0.50","-16.67","14.00",2,"🟢 No clear drift"
"ACC0007860","-2.04","0.32","-4.55","2.29",2,"🟢 No clear drift"
"ACC0019904","-2.05","0.19","11.54","-0.62",2,"🟢 No clear drift"
"ACC0029030","-2.05","0.25","-12.50","2.24",2,"🟢 No clear drift"
"ACC0016219","-2.06","-0.57","14.29","2.82",2,"🟢 No clear drift"
"ACC0032102","-2.08","-0.05","15.79","0.02",2,"🟢 No clear drift"
"ACC0001019","-2.09","0.68","8.93","-0.88",2,"🟢 No clear drift"
"ACC0014207","-2.09","-0.03","10.00","0.23",2,"🟢 No clear drift"
"ACC0043448","-2.10","-0.16","4.95","0.20",2,"🟢 No clear drift"
"ACC0027289","-2.13","-0.14","3.68","2.03",2,"🟢 No clear drift"
"ACC0018348","-2.14","-0.38","12.50","0.46",2,"🟢 No clear drift"
"ACC0046305","-2.14","0.19","8.82","-1.58",2,"🟢 No clear drift"
"ACC0034564","-2.16","0.30","-28.57","5.57",2,"🟢 No clear drift"
"ACC0029148","-2.17","0.03","13.33","-0.82",2,"🟢 No clear drift"
"ACC0017908","-2.18","-0.03","30.00","0.31",2,"🟢 No clear drift"
"ACC0042681","-2.18","0.45","12.09","-0.08",2,"🟢 No clear drift"
"ACC0005577","-2.19","-0.23","3.85","0.28",2,"🟢 No clear drift"
"ACC0007486","-2.20","0.02","-19.23","0.29",2,"🟢 No clear drift"
"ACC0043062","-2.22","0.30","4.95","-0.20",2,"🟢 No clear drift"
"ACC0048352","-2.22","0.03","-29.17","0.83",2,"🟢 No clear drift"
